Paediatric Reference Ranges for Spirometry: NHANES III update (2008),FEV1(litre),,,,,,FVC (litre),,,,,,FEV1FVC (1),,,,,,FEF2575 (L/s),,,,,,FEV075(litre),,,,,,FEV075FVC(1),,,,,
Age,Male,,,Female,,,Male,,,Female,,,Male,,,Female,,,Male,,,Female,,,Male,,,Female,,,Male,,,Female,,
(year),L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s,L,mu.s,sigma.s
log link,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1,0,1,1
log ht,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0,0,1,0
coef  int,0,-11.1047846,-1.8009382,0,-10.27933984,-1.84729705,0,-11.6896501,-1.5853657,0,-11.0342204,-1.7676323,0,0.31380402,-3.3908484,0,0.4997604,-3.3947455,0,-7.95395119,-1.425505251,0,-6.5826187,-1.9445366,0,-9.60339929,-2.031934459,0,-10.15756031,-1.87804691,0,0.20914934,-2.40932579,0,0.58617016,-2.592107671
Height  cm,0,2.3395048,0,0,2.19870726,0,0,2.4365084,0,0,2.334112,0,0,-0.03323328,0,0,-0.0793916,0,0,1.80700694,0,0,1.6133475,0,0,2.0222263,0,0,2.13863145,0,0,-0.03715605,0,0,-0.13216689,0
coef age,0,0.148912,-0.1248596,0,0.03408397,-0.08155572,0,0.2795876,-0.2470621,0,0.1453117,-0.123112,0,-0.1504137,0.3696677,0,-0.1185497,0.3266679,0,-0.00490018,0.004887173,0,-0.2679831,0.2871433,0,0.02676122,-0.008781346,0,0.02140254,-0.02476799,0,-0.1027656,-0.04491048,0,-0.04523984,0.007361615
25.8,1,0.17017435,-0.1058779409,1,0.1914955055,-0.1255004936,1,0.1526962505,-0.1124576743,1,0.1612761696,-0.1950051402,4.04764836,0.006943099892,-0.00317432591,4.087730952,0.02829811031,-0.03638024162,0.4537644682,0.2422098391,-0.1408642131,0.5265980809,0.2717121475,-0.1554854287,,,,,,,,,,,,
25.9,1,0.1694114226,-0.1054072762,1,0.1911247681,-0.1252007383,1,0.1518568111,-0.1117323253,1,0.1610264447,-0.1946492311,4.04764836,0.006931342893,-0.003723411347,4.087730952,0.02817742237,-0.03707280629,0.4537644682,0.2418482846,-0.1410492241,0.5265980809,0.2714649007,-0.1555957391,,,,,,,,,,,,
26,1,0.1686382592,-0.1049326912,1,0.1907483949,-0.1248968832,1,0.1510087634,-0.1110021624,1,0.1607721793,-0.1942920274,4.04764836,0.006919548662,-0.004270523623,4.087730952,0.02805523528,-0.03776191006,0.4537644682,0.2414757557,-0.1412285898,0.5265980809,0.2712066993,-0.1557008058,,,,,,,,,,,,
26.1,1,0.1678550932,-0.1044542005,1,0.1903665126,-0.124588967,1,0.1501523084,-0.1102672363,1,0.1605134693,-0.1939335659,4.04764836,0.006907713511,-0.004815640136,4.087730952,0.02793158564,-0.03844752059,0.4537644682,0.2410923995,-0.1414023649,0.5265980809,0.2709377021,-0.1558006337,,,,,,,,,,,,
26.2,1,0.1670622606,-0.1039718116,1,0.1899793095,-0.1242770239,1,0.1492876785,-0.1095275971,1,0.1602504442,-0.193573822,4.04764836,0.006895845241,-0.005358739297,4.087730952,0.02780653609,-0.03912959667,0.4537644682,0.240698516,-0.1415705976,0.5265980809,0.2706581248,-0.1558952038,,,,,,,,,,,,
26.3,1,0.1662601187,-0.1034855304,1,0.1895869869,-0.123961087,1,0.148415111,-0.1087832947,1,0.1599832397,-0.1932127568,4.04764836,0.006883954359,-0.005899800111,4.087730952,0.02768015489,-0.03980809556,0.4537644682,0.2402944431,-0.1417333345,0.5265980809,0.2703681944,-0.1559844916,,,,,,,,,,,,
26.4,1,0.1654490191,-0.1029953629,1,0.1891897427,-0.1236411888,1,0.1475348393,-0.108034378,1,0.1597119897,-0.1928503319,4.04764836,0.006872051195,-0.00643880203,4.087730952,0.02755250918,-0.04048297543,0.4537644682,0.239880519,-0.1418906221,0.5265980809,0.2700681346,-0.1560684733,,,,,,,,,,,,
26.5,1,0.1646293079,-0.1025013152,1,0.1887877719,-0.1233173614,1,0.1466470935,-0.1072808956,1,0.1594368259,-0.1924865099,4.04764836,0.006860145903,-0.006975724947,4.087730952,0.02742366503,-0.04115419531,0.4537644682,0.2394570817,-0.1420425071,0.5265980809,0.2697581657,-0.1561471258,,,,,,,,,,,,
26.6,1,0.1638013256,-0.1020033934,1,0.1883812663,-0.1229896368,1,0.1457520999,-0.1065228953,1,0.1591578779,-0.1921212538,4.04764836,0.006848248467,-0.007510549188,4.087730952,0.02729368747,-0.04182171507,0.4537644682,0.2390244692,-0.142189036,0.5265980809,0.2694385048,-0.1562204267,,,,,,,,,,,,
26.7,1,0.1629654076,-0.1015016038,1,0.1879704146,-0.1226580464,1,0.1448500816,-0.1057604244,1,0.1588752736,-0.1917545274,4.04764836,0.006836368701,-0.008043255498,4.087730952,0.02716264045,-0.04248549544,0.4537644682,0.2385830195,-0.1423302554,0.5265980809,0.2691093658,-0.1562883541,,,,,,,,,,,,
26.8,1,0.1621218837,-0.1009959525,1,0.1875554027,-0.1223226212,1,0.1439412579,-0.1049935296,1,0.1585891384,-0.1913862954,4.04764836,0.006824516256,-0.00857382504,4.087730952,0.02703058691,-0.04314549796,0.4537644682,0.2381330708,-0.1424662118,0.5265980809,0.2687709593,-0.1563508867,,,,,,,,,,,,
26.9,1,0.1612710788,-0.1004864461,1,0.1871364134,-0.1219833922,1,0.1430258451,-0.1042222568,1,0.1582995962,-0.1910165227,4.04764836,0.006812700619,-0.009102239383,4.087730952,0.02689758879,-0.04380168499,0.4537644682,0.237674961,-0.142596952,0.5265980809,0.268423493,-0.1564080039,,,,,,,,,,,,
27,1,0.1604133126,-0.0999730908,1,0.1867136267,-0.1216403897,1,0.1421040559,-0.1034466517,1,0.1580067688,-0.1906451753,4.04764836,0.006800931117,-0.009628480497,4.087730952,0.02676370705,-0.04445401966,0.4537644682,0.2372090282,-0.1427225223,0.5265980809,0.2680671713,-0.1564596855,,,,,,,,,,,,
27.1,1,0.1595488985,-0.0994558924,1,0.1862872023,-0.1212936439,1,0.1411761145,-0.1026667593,1,0.1577107683,-0.1902722169,4.04764836,0.006789216733,-0.01015253088,4.087730952,0.02662899727,-0.04510246476,0.4537644682,0.2367356015,-0.1428429595,0.5265980809,0.2677021807,-0.1565059119,,,,,,,,,,,,
27.2,1,0.1586781399,-0.09893485336,1,0.1858572265,-0.1209431858,1,0.1402422988,-0.1018826244,1,0.1574116741,-0.189897601,4.04764836,0.006777565549,-0.010674374,4.087730952,0.02649349669,-0.04574697929,0.4537644682,0.2362549747,-0.14295826,0.5265980809,0.2673286446,-0.156546663,,,,,,,,,,,,
27.3,1,0.1578013339,-0.09840997546,1,0.1854237668,-0.120589046,1,0.1393028971,-0.1010942914,1,0.1571095566,-0.1895212791,4.04764836,0.006765985324,-0.01119399382,4.087730952,0.02635723758,-0.04638752195,0.4537644682,0.2357674323,-0.1430684103,0.5265980809,0.2669466696,-0.1565819193,,,,,,,,,,,,
27.4,1,0.1569187734,-0.09788126066,1,0.1849868898,-0.1202312548,1,0.1383581929,-0.100301804,1,0.156804485,-0.1891432039,4.04764836,0.006754483684,-0.01171137466,4.087730952,0.02622025174,-0.04702405229,0.4537644682,0.2352732592,-0.1431733968,0.5265980809,0.2665563608,-0.1566116616,,,,,,,,,,,,
27.5,1,0.1560307463,-0.09734871102,1,0.1845466611,-0.1198698422,1,0.1374084657,-0.09950520555,1,0.1564965277,-0.1887633287,4.04764836,0.00674306813,-0.0122265012,4.087730952,0.02608257044,-0.04765653068,0.4537644682,0.2347727402,-0.1432732061,0.5265980809,0.2661578221,-0.1566358715,,,,,,,,,,,,
27.6,1,0.1551375364,-0.09681232873,1,0.1841031452,-0.1195048378,1,0.1364539903,-0.09870453878,1,0.156185752,-0.1883816077,4.04764836,0.006731746036,-0.01273935845,4.087730952,0.02594422451,-0.04828491832,0.4537644682,0.2342661598,-0.1433678246,0.5265980809,0.2657511561,-0.1566545308,,,,,,,,,,,,
27.7,1,0.1542394229,-0.09627211613,1,0.1836564061,-0.119136271,1,0.1354950374,-0.09789984592,1,0.1558722243,-0.1879979958,4.04764836,0.006720524653,-0.01324993176,4.087730952,0.02580524428,-0.04890917718,0.4537644682,0.233753803,-0.1434572389,0.5265980809,0.2653364638,-0.1566676222,,,,,,,,,,,,
27.8,1,0.1533366809,-0.09572807568,1,0.1832065064,-0.1187641708,1,0.1345318735,-0.09709116867,1,0.15555601,-0.1876124489,4.04764836,0.006709411109,-0.01375820681,4.087730952,0.02566565964,-0.04952927005,0.4537644682,0.2332359544,-0.1435414353,0.5265980809,0.2649138452,-0.1566751287,,,,,,,,,,,,
27.9,1,0.1524295811,-0.09518020993,1,0.1827535083,-0.1183885659,1,0.1335647609,-0.09627854824,1,0.1552371736,-0.1872249237,4.04764836,0.006698412414,-0.0142641696,4.087730952,0.0255255,-0.05014516045,0.4537644682,0.2327128987,-0.1436204005,0.5265980809,0.2644833989,-0.1566770338,,,,,,,,,,,,
28,1,0.15151839,-0.09462852158,1,0.1822974729,-0.1180094845,1,0.1325939581,-0.09546202533,1,0.1549157785,-0.1868353775,4.04764836,0.006687535461,-0.01476780646,4.087730952,0.02538479434,-0.05075681269,0.4537644682,0.2321849208,-0.1436941207,0.5265980809,0.2640452222,-0.1566733215,,,,,,,,,,,,
28.1,1,0.1506033737,-0.09407301342,1,0.1818384644,-0.1176269547,1,0.1316197219,-0.09464164004,1,0.1545918881,-0.1864437681,4.04764836,0.006676792267,-0.01526910338,4.087730952,0.02524356817,-0.05136419495,0.4537644682,0.2316523441,-0.1437625787,0.5265980809,0.2635994115,-0.1566639789,,,,,,,,,,,,
28.2,1,0.1496848076,-0.09351368832,1,0.1813765629,-0.1172410037,1,0.1306423156,-0.09381743149,1,0.1542655672,-0.1860500528,4.04764836,0.006666215621,-0.01576804421,4.087730952,0.02510183451,-0.05196728878,0.4537644682,0.2311156472,-0.1438257404,0.5265980809,0.2631460633,-0.1566490031,,,,,,,,,,,,
28.3,1,0.1487629667,-0.09295054924,1,0.180911851,-0.1168516582,1,0.1296620012,-0.09298943821,1,0.1539368803,-0.1856541892,4.04764836,0.006655843038,-0.01626461249,4.087730952,0.02495960315,-0.05256607933,0.4537644682,0.2305753476,-0.1438835684,0.5265980809,0.2626852731,-0.1566283941,,,,,,,,,,,,
28.4,1,0.1478381216,-0.09238359925,1,0.1804444105,-0.1164589448,1,0.1286790365,-0.09215769825,1,0.153605891,-0.1852561356,4.04764836,0.006645711425,-0.01675879212,4.087730952,0.02481688376,-0.05316055217,0.4537644682,0.2300319624,-0.1439360246,0.5265980809,0.2622171352,-0.1566021521,,,,,,,,,,,,
28.5,1,0.1469105388,-0.09181284153,1,0.1799743218,-0.1160628897,1,0.1276936753,-0.09132224924,1,0.153272662,-0.1848558511,4.04764836,0.006635857103,-0.01725056736,4.087730952,0.02467368589,-0.05375069327,0.4537644682,0.2294860092,-0.1439830715,0.5265980809,0.2617417428,-0.1565702774,,,,,,,,,,,,
28.6,1,0.1459804807,-0.09123827935,1,0.1795016642,-0.1156635188,1,0.1267061677,-0.09048312835,1,0.1529372552,-0.1844532957,4.04764836,0.006626315807,-0.0177399228,4.087730952,0.02453001893,-0.05433648896,0.4537644682,0.2289380052,-0.1440246712,0.5265980809,0.2612591878,-0.1565327707,,,,,,,,,,,,
28.7,1,0.1450482056,-0.0906599161,1,0.1790265159,-0.1152608579,1,0.1257167599,-0.08964037234,1,0.1525997314,-0.1840484299,4.04764836,0.006617122701,-0.01822684336,4.087730952,0.02438589216,-0.054917926,0.4537644682,0.2283884679,-0.1440607859,0.5265980809,0.260769561,-0.1564896327,,,,,,,,,,,,
28.8,1,0.1441139681,-0.09007775524,1,0.1785489539,-0.1148549323,1,0.1247256942,-0.0887940175,1,0.1522601507,-0.183641215,4.04764836,0.006608312389,-0.01871131429,4.087730952,0.02424131474,-0.05549499147,0.4537644682,0.2278379146,-0.144091378,0.5265980809,0.260272952,-0.1564408646,,,,,,,,,,,,
28.9,1,0.1431780186,-0.08949180034,1,0.1780690541,-0.1144457672,1,0.1237332094,-0.08794409973,1,0.1519185722,-0.183231613,4.04764836,0.006599918919,-0.01919332118,4.087730952,0.02409629568,-0.05606767285,0.4537644682,0.2272868627,-0.1441164096,0.5265980809,0.2597694494,-0.1563864674,,,,,,,,,,,,
29,1,0.142240604,-0.08890205505,1,0.1775868914,-0.1140333874,1,0.1227395404,-0.0870906545,1,0.1515750544,-0.1828195865,4.04764836,0.006591975797,-0.0196728499,4.087730952,0.02395084388,-0.05663595797,0.4537644682,0.2267358295,-0.144135843,0.5265980809,0.2592591405,-0.1563264427,,,,,,,,,,,,
29.1,1,0.1413019341,-0.088308521,1,0.1771025379,-0.1136178178,1,0.1217448937,-0.08623371657,1,0.1512296503,-0.1824051005,4.04764836,0.006584510767,-0.02014988722,4.087730952,0.02380497106,-0.05719983396,0.4537644682,0.2261852424,-0.1441496399,0.5265980809,0.2587421124,-0.156260791,,,,,,,,,,,,
29.2,1,0.1403620823,-0.08771119139,1,0.1766160578,-0.1131990843,1,0.1207493714,-0.08537331916,1,0.1508823937,-0.1819881273,4.04764836,0.006577530168,-0.02062442253,4.087730952,0.02365870049,-0.0577592841,0.4537644682,0.2256351682,-0.1441577603,0.5265980809,0.2582184534,-0.1561895099,,,,,,,,,,,,
29.3,1,0.1394210877,-0.08711005751,1,0.1761275129,-0.1127772126,1,0.119753049,-0.08450949479,1,0.1505333138,-0.1815686414,4.04764836,0.006571034974,-0.021096446,4.087730952,0.02351205804,-0.05831429103,0.4537644682,0.2250855837,-0.1441601636,0.5265980809,0.2576882514,-0.1561125957,,,,,,,,,,,,
29.4,1,0.1384789888,-0.08650511095,1,0.1756369638,-0.1123522285,1,0.1187560007,-0.08364227563,1,0.1501824391,-0.1811466178,4.04764836,0.006565026122,-0.02156594808,4.087730952,0.02336506919,-0.05886483782,0.4537644682,0.2245364659,-0.1441568094,0.5265980809,0.2571515932,-0.1560300456,,,,,,,,,,,,
29.5,1,0.1375358236,-0.08589634357,1,0.1751444706,-0.111924157,1,0.1177582997,-0.08277169348,1,0.1498297978,-0.1807220318,4.04764836,0.006559504521,-0.02203291944,4.087730952,0.02321775906,-0.05941090796,0.4537644682,0.2239877916,-0.1441476569,0.5265980809,0.2566085645,-0.1559418566,,,,,,,,,,,,
29.6,1,0.1365916295,-0.08528374747,1,0.1746500924,-0.1114930233,1,0.1167600182,-0.08189777981,1,0.1494754179,-0.1802948594,4.04764836,0.006554471045,-0.02249735099,4.087730952,0.0230701524,-0.05995248536,0.4537644682,0.2234395377,-0.1441326658,0.5265980809,0.25605925,-0.1558480262,,,,,,,,,,,,
29.7,1,0.1356464434,-0.08466731503,1,0.1741538875,-0.1110588521,1,0.1157612271,-0.08102056569,1,0.1491193268,-0.179865077,4.04764836,0.00654992654,-0.02295923386,4.087730952,0.02292227358,-0.06048955432,0.4537644682,0.2228916809,-0.1441117955,0.5265980809,0.2555037333,-0.155748552,,,,,,,,,,,,
29.8,1,0.1347003017,-0.0840470389,1,0.1736559133,-0.1106216679,1,0.1147619964,-0.08014008189,1,0.1487615517,-0.1794326614,4.04764836,0.006545871819,-0.02341855942,4.087730952,0.02277414664,-0.06102209954,0.4537644682,0.2223441982,-0.1440850054,0.5265980809,0.254942097,-0.155643432,,,,,,,,,,,,
29.9,1,0.1337532403,-0.08342291195,1,0.1731562265,-0.1101814949,1,0.1137623951,-0.0792563588,1,0.1484021194,-0.1789975898,4.04764836,0.006542307666,-0.02387531923,4.087730952,0.02262579523,-0.06155010614,0.4537644682,0.2217970663,-0.1440522549,0.5265980809,0.2543744225,-0.1555326642,,,,,,,,,,,,
30,1,0.1328052945,-0.08279492732,1,0.172654883,-0.1097383571,1,0.1127624911,-0.07836942651,1,0.1480410565,-0.1785598399,4.04764836,0.006539234837,-0.0243295051,4.087730952,0.0224772427,-0.06207355958,0.4537644682,0.2212502621,-0.1440135037,0.5265980809,0.2538007905,-0.155416247,,,,,,,,,,,,
30.25,1,0.1304321678,-0.08120806365,1,0.1713945091,-0.1086176976,1,0.1102624176,-0.07613826231,1,0.1471313516,-0.1774536163,4.04764836,0.006533673411,-0.02545366819,4.087730952,0.02210507961,-0.0633621904,0.4537644682,0.2198851457,-0.1438901666,0.5265980809,0.2523410902,-0.1551004794,,,,,,,,,,,,
30.5,1,0.1280565125,-0.07959705935,1,0.1701242096,-0.1074790255,1,0.1077652911,-0.07388775529,1,0.1462115194,-0.1763302519,4.04764836,0.006530998518,-0.02656164291,4.087730952,0.02173184492,-0.06462212011,0.4537644682,0.218525244,-0.1437288021,0.5265980809,0.2508454174,-0.1547493799,,,,,,,,,,,,
30.75,1,0.1256810178,-0.07796193033,1,0.1688440675,-0.1063227011,1,0.105275385,-0.07161842041,1,0.1452814656,-0.1751894945,4.04764836,0.006531027007,-0.02765338297,4.087730952,0.02135757893,-0.0658532042,0.4537644682,0.2171738678,-0.1435291418,0.5265980809,0.2493145177,-0.1543629418,,,,,,,,,,,,
31,1,0.1233082757,-0.07630269708,1,0.1675541644,-0.1051490755,1,0.1027968167,-0.06933075806,1,0.1443411021,-0.1740311045,4.04764836,0.006533581788,-0.02872884711,4.087730952,0.02098232073,-0.06705530937,0.4537644682,0.2158343284,-0.1432909168,0.5265980809,0.2477491173,-0.1539411657,,,,,,,,,,,,
31.25,1,0.1209406031,-0.07461940197,1,0.1662544039,-0.1039584955,1,0.1003329569,-0.0670252541,1,0.1433901568,-0.1728548844,4.04764836,0.006538573274,-0.02978799821,4.087730952,0.02060609585,-0.06822832558,0.4537644682,0.2145105205,-0.1430139129,0.5265980809,0.2461499032,-0.1534840739,,,,,,,,,,,,
31.5,1,0.1185795144,-0.07291216038,1,0.1649439911,-0.1027513187,1,0.09788469162,-0.06470237906,1,0.1424276225,-0.1716607645,4.04764836,0.006546238071,-0.03083080112,4.087730952,0.02022888022,-0.06937220202,0.4537644682,0.2132086742,-0.1426981325,0.5265980809,0.2445174634,-0.1529917502,,,,,,,,,,,,
31.75,1,0.1162262915,-0.07118110572,1,0.1636219875,-0.1015278982,1,0.09545228741,-0.06236259,1,0.1414523445,-0.1704487105,4.04764836,0.00655688399,-0.03185722453,4.087730952,0.01985063867,-0.07048690775,0.4537644682,0.2119356032,-0.1423436323,0.5265980809,0.242852352,-0.1524642963,,,,,,,,,,,,
32,1,0.1138821696,-0.06942637149,1,0.1622874897,-0.1002885778,1,0.09303599854,-0.06000633138,1,0.1404632114,-0.1692186928,4.04764836,0.006570807454,-0.03286724138,4.087730952,0.01947133752,-0.07157241861,0.4537644682,0.2106981213,-0.1419504689,0.5265980809,0.2411551101,-0.1519018174,,,,,,,,,,,,
32.25,1,0.1115483023,-0.06764810746,1,0.1609396563,-0.09903369076,1,0.09063613337,-0.05763404887,1,0.1394592049,-0.1679705638,4.04764836,0.006588251103,-0.03386083784,4.087730952,0.01909097972,-0.07262869102,0.4537644682,0.209502163,-0.1415187077,0.5265980809,0.2394262581,-0.1513044094,,,,,,,,,,,,
32.5,1,0.1092256547,-0.065846527,1,0.1595777883,-0.09776355474,1,0.0882532475,-0.05524622885,1,0.1384395502,-0.1667036986,4.04764836,0.006609279176,-0.03483803978,4.087730952,0.01870970773,-0.07365558608,0.4537644682,0.2083501451,-0.1410484489,0.5265980809,0.2376662725,-0.1506721225,,,,,,,,,,,,
32.75,1,0.1069151204,-0.06402185651,1,0.1582012408,-0.09647847752,1,0.08588793889,-0.05284335713,1,0.1374035528,-0.1654173778,4.04764836,0.006633911172,-0.03579888414,4.087730952,0.01832769376,-0.07465294987,0.4537644682,0.207243605,-0.1405398013,0.5265980809,0.2358756117,-0.1500049999,,,,,,,,,,,,
33,1,0.1046175605,-0.06217431906,1,0.1568093934,-0.09517875928,1,0.08354078198,-0.0504259059,1,0.1363505447,-0.1641109098,4.04764836,0.006662165258,-0.03674340959,4.087730952,0.01794510433,-0.07562063911,0.4537644682,0.2061840801,-0.1399928737,0.5265980809,0.234054724,-0.1493030896,,,,,,,,,,,,
33.25,1,0.1023337903,-0.06030413535,1,0.1554017746,-0.09386468949,1,0.08121255661,-0.04799433123,1,0.135280044,-0.1627835598,4.04764836,0.00669402616,-0.03767166107,4.087730952,0.01756205886,-0.07655854195,0.4537644682,0.2051725148,-0.139407811,0.5265980809,0.2322040273,-0.1485664448,,,,,,,,,,,,
33.5,1,0.1000645378,-0.05841152657,1,0.1539784259,-0.09253653754,1,0.07890491643,-0.04554906498,1,0.1341922234,-0.1614343432,4.04764836,0.006729351041,-0.0385837032,4.087730952,0.01717850815,-0.07746663948,0.4537644682,0.2042074807,-0.1387849028,0.5265980809,0.2303238479,-0.1477951251,,,,,,,,,,,,
33.75,1,0.0978104901,-0.05649671154,1,0.1525395126,-0.09119456315,1,0.07661968017,-0.04309052431,1,0.1330874099,-0.160062243,4.04764836,0.006767969641,-0.03947960583,4.087730952,0.01679436392,-0.07834493947,0.4537644682,0.2032869565,-0.1381244747,0.5265980809,0.228414486,-0.1469891944,,,,,,,,,,,,
34,1,0.09557230888,-0.05455990576,1,0.1510851973,-0.08983901997,1,0.07435860273,-0.04061911503,1,0.1319659229,-0.1586662796,4.04764836,0.00680971675,-0.04035943927,4.087730952,0.01640954093,-0.07919345459,0.4537644682,0.2024089206,-0.1374268524,0.5265980809,0.2264762368,-0.1461487207,,,,,,,,,,,,
34.25,1,0.09335020289,-0.05260132426,1,0.1496156213,-0.08847015908,1,0.07212265233,-0.03813523444,1,0.1308280538,-0.1572455609,4.04764836,0.006854432111,-0.04122327809,4.087730952,0.0160239467,-0.08001220957,0.4537644682,0.2015707851,-0.1366923494,0.5265980809,0.2245093698,-0.1452737804,,,,,,,,,,,,
34.5,1,0.09114266625,-0.05062118957,1,0.1481308487,-0.0870882392,1,0.06990987808,-0.03563927906,1,0.129674006,-0.1557994307,4.04764836,0.006901960498,-0.04207121232,4.087730952,0.01563745137,-0.08080126267,0.4537644682,0.2007676945,-0.1359212304,0.5265980809,0.2225140651,-0.1443644711,,,,,,,,,,,,
34.75,1,0.08894781552,-0.0486197234,1,0.1466309254,-0.08569351624,1,0.0677176716,-0.03313163723,1,0.128503959,-0.1543273083,4.04764836,0.006952151305,-0.04290333549,4.087730952,0.0152499194,-0.08156068254,0.4537644682,0.1999942271,-0.1351137482,0.5265980809,0.220490481,-0.1434208978,,,,,,,,,,,,
35,1,0.08676382566,-0.04659714389,1,0.1451158986,-0.08428624011,1,0.06554350483,-0.0306126868,1,0.127318089,-0.1528286363,4.04764836,0.00700485832,-0.04371974069,4.087730952,0.01486121975,-0.08229054044,0.4537644682,0.1992449608,-0.1342701553,0.5265980809,0.218438775,-0.1424431679,,,,,,,,,,,,
35.25,1,0.08458917918,-0.04455365474,1,0.1435857229,-0.08286665665,1,0.06338520456,-0.02808279534,1,0.1261164952,-0.1513028804,4.04764836,0.007059943931,-0.044520524,4.087730952,0.01447118346,-0.08299093261,0.4537644682,0.1985151725,-0.1333906806,0.5265980809,0.2163590424,-0.1414314153,,,,,,,,,,,,
35.5,1,0.08242340207,-0.0424894128,1,0.1420399874,-0.08143501337,1,0.06124176408,-0.02554231984,1,0.1248989824,-0.1497495316,4.04764836,0.007117291785,-0.04530579454,4.087730952,0.0140794791,-0.08366204612,0.4537644682,0.1978029339,-0.1324754582,0.5265980809,0.2142511319,-0.1403858739,,,,,,,,,,,,
35.75,1,0.08026628125,-0.04040456248,1,0.1404782041,-0.07999155377,1,0.05911247905,-0.02299160769,1,0.1236652907,-0.1481681026,4.04764836,0.007176793113,-0.04607566376,4.087730952,0.01368574423,-0.08430408889,0.4537644682,0.1971070155,-0.1315245983,0.5265980809,0.2121148406,-0.1393067999,,,,,,,,,,,,
36,1,0.07811760901,-0.03829924697,1,0.1388999034,-0.07853651562,1,0.05699666498,-0.02043099707,1,0.1224151712,-0.1465581256,4.04764836,0.007238342202,-0.04683024203,4.087730952,0.01328962804,-0.08491726686,0.4537644682,0.196426188,-0.1305382112,0.5265980809,0.2099499758,-0.1381944467,,,,,,,,,,,,
36.25,1,0.07597697882,-0.03617361668,1,0.1373046165,-0.07707013212,1,0.05489342597,-0.01786082058,1,0.1211483252,-0.1449191747,4.04764836,0.007301804015,-0.04756964444,4.087730952,0.01289083817,-0.08550176029,0.4537644682,0.195758366,-0.1295164652,0.5265980809,0.2077563213,-0.1370490747,,,,,,,,,,,,
36.5,1,0.07384318554,-0.03402785408,1,0.1356918278,-0.07559263477,1,0.05280097631,-0.01528141509,1,0.1198642282,-0.1432509332,4.04764836,0.007366919213,-0.04829400795,4.087730952,0.01248927904,-0.08605765411,0.4537644682,0.195098041,-0.1284597611,0.5265980809,0.2055335345,-0.13587098,,,,,,,,,,,,
36.75,1,0.0717148589,-0.03186214749,1,0.1340610248,-0.07410425063,1,0.05071735618,-0.01269311184,1,0.1185623152,-0.1415531209,4.04764836,0.007433404333,-0.04900347329,4.087730952,0.01208490493,-0.08658501159,0.4537644682,0.1944388489,-0.1273685577,0.5265980809,0.2032812537,-0.1346604639,,,,,,,,,,,,
37,1,0.06959066949,-0.0296766825,1,0.1324117127,-0.0726052015,1,0.04864066398,-0.01009623341,1,0.1172420409,-0.1398254708,4.04764836,0.007500984311,-0.04969817907,4.087730952,0.01167767192,-0.08708389823,0.4537644682,0.1937744253,-0.1262433139,0.5265980809,0.2009991327,-0.1334178234,,,,,,,,,,,,
37.25,1,0.06746954862,-0.02747165315,1,0.1307434832,-0.07109570853,1,0.04656933364,-0.007491094099,1,0.1159028957,-0.1380677177,4.04764836,0.007569416141,-0.05037826463,4.087730952,0.01126761645,-0.0875543624,0.4537644682,0.1930997059,-0.1250844565,0.5265980809,0.1986869561,-0.1321433673,,,,,,,,,,,,
37.5,1,0.06535134003,-0.02524729485,1,0.1290562149,-0.06957600535,1,0.04450295699,-0.004878000527,1,0.1145444524,-0.1362795679,4.04764836,0.007638559245,-0.05104387814,4.087730952,0.01085508737,-0.08799637823,0.4537644682,0.1924148263,-0.123892285,0.5265980809,0.196344982,-0.130837462,,,,,,,,,,,,
37.75,1,0.06323611102,-0.02300384982,1,0.1273498604,-0.06804632451,1,0.04244141403,-0.002257251512,1,0.1131663156,-0.1344607302,4.04764836,0.00770830084,-0.05169516813,4.087730952,0.01044050143,-0.0884099055,0.4537644682,0.1917212217,-0.1226670671,0.5265980809,0.1939735803,-0.1295004835,,,,,,,,,,,,
38,1,0.0611239265,-0.02074155585,1,0.1256243768,-0.06650689313,1,0.0403845877,0.0003708618161,1,0.1117681044,-0.1326109266,4.04764836,0.007778531392,-0.05233228072,4.087730952,0.01002426334,-0.08879490916,0.4537644682,0.1910203276,-0.1214090703,0.5265980809,0.191573114,-0.1281328008,,,,,,,,,,,,
38.25,1,0.05901486965,-0.01846066106,1,0.123879692,-0.06495793436,1,0.03833253728,0.003006054117,1,0.1103494224,-0.1307298881,4.04764836,0.00784911592,-0.05295536684,4.087730952,0.009606763757,-0.08915136321,0.4537644682,0.1903125727,-0.1201186978,0.5265980809,0.189143907,-0.126734784,,,,,,,,,,,,
38.5,1,0.05690910201,-0.016161467,1,0.1221156094,-0.06339967151,1,0.03628600669,0.005648040694,1,0.1089097717,-0.1288173444,4.04764836,0.007919810104,-0.05356460339,4.087730952,0.009188372475,-0.08947926262,0.4537644682,0.1895943598,-0.1187968954,0.5265980809,0.1866861489,-0.1253068261,,,,,,,,,,,,
